disposition,file,line,context
RB_R26_WEEK1_RECEPTIONS_PRODUCTION_INTEGRATION_FAIL_NO_PROMOTION,docs/production/RB_R26_RECEPTIONS_PRODUCTION_INTEGRATION_V2_FROZEN_PLAN.md,102,## Failure disposition  Any failed gate => `RB_R26_WEEK1_RECEPTIONS_PRODUCTION_INTEGRATION_FAIL_NO_PROMOTION`.  Mechanical failures may receive only a documented value-neutral repair. Scientific/contract failures remain failures.
RB_R26_WEEK1_RECEPTIONS_PRODUCTION_INTEGRATION_PASS_READY_FOR_PROMOTION,docs/production/RB_R26_WEEK1_RECEPTIONS_PRODUCTION_PROMOTION_CERTIFICATION.md,4, **Decision:** QUALIFIED FOR PRODUCTION PROMOTION **Final qualification disposition:** `RB_R26_WEEK1_RECEPTIONS_PRODUCTION_INTEGRATION_PASS_READY_FOR_PROMOTION`  ## Qualification authority
RB_R26_WEEK1_RECEPTIONS_PRODUCTION_ADAPTER_PASS,docs/production/RB_R26_WEEK1_RECEPTIONS_PRODUCTION_PROMOTION_CERTIFICATION.md,67, Pricing lineage: - R26 adapter disposition: `RB_R26_WEEK1_RECEPTIONS_PRODUCTION_ADAPTER_PASS` - R26 pricing disposition: `RB_R26_WEEK1_RECEPTIONS_PRICING_LINEAGE_PASS` - max R26 trace mean vs priced `mc_proj` gap: `0.0`
RB_R26_WEEK1_RECEPTIONS_PRICING_LINEAGE_PASS,docs/production/RB_R26_WEEK1_RECEPTIONS_PRODUCTION_PROMOTION_CERTIFICATION.md,68,Pricing lineage: - R26 adapter disposition: `RB_R26_WEEK1_RECEPTIONS_PRODUCTION_ADAPTER_PASS` - R26 pricing disposition: `RB_R26_WEEK1_RECEPTIONS_PRICING_LINEAGE_PASS` - max R26 trace mean vs priced `mc_proj` gap: `0.0` - max final `model_proj` vs unchanged `ensemble_proj` gap: `0.0`
RB_R22_WEEK1_RECEIVING_TAIL_PRODUCTION_INTEGRATION_PASS,docs/production/WEEK1_V4_R22_PRODUCTION_CERTIFICATION_LATEST.md,32,- artifact `10084118525` - digest `sha256:2391bd9914e9d0029c63529829496fb9b462d008bdcc3f8c37bb3e1079580bd1` - disposition `RB_R22_WEEK1_RECEIVING_TAIL_PRODUCTION_INTEGRATION_PASS`  Key R22 certified facts:
RB_R22_WEEK1_RECEIVING_TAIL_PRICING_LINEAGE_PASS,docs/production/WEEK1_V4_R22_PRODUCTION_CERTIFICATION_LATEST.md,106, Confirmed V4/R22 outputs: - `RB_R22_WEEK1_RECEIVING_TAIL_PRICING_LINEAGE_PASS` - 94 adapted RB keys - 138 priced receiving-yard side rows stamped
FULL_SLATE_CERTIFIED_STACK_READY_M38_R15_TE_R5P_C2_R22_WEEK1_WITH_DECLARED_SCIENCE_LIMITATIONS,docs/production/WEEK1_V4_R22_PRODUCTION_CERTIFICATION_LATEST.md,114,- zero sportsbook inputs to the adapter - production mean parameters changed `0` - `FULL_SLATE_CERTIFIED_STACK_READY_M38_R15_TE_R5P_C2_R22_WEEK1_WITH_DECLARED_SCIENCE_LIMITATIONS` - same-checkout R22 integration audit PASS - 202 allowed probability changes
M95Q_EXPANDED_PANEL_READY,docs/research/RB_PD2_MULTISEASON_CURRENT_ROUTE_REPLICATION_V1_RESULT.md,19,PASS:  - M95Q disposition = `M95Q_EXPANDED_PANEL_READY`; - 2024 M91 universe parity = PASS; - 2024 downstream parity = PASS;
M95Q_EXPANDED_PANEL_READY,docs/research/RB_PD2_MULTISEASON_P3_EQUIVALENT_REPLICATION_V1_PLAN.md,45,- artifacts `m95q-m91-2020` through `m95q-m91-2024`; - exact `component_predictions.csv` per season; - final M95Q artifact `9779790912` with `M95Q_EXPANDED_PANEL_READY`; - M91 2024 universe parity PASS. 
RB_PD2_MULTISEASON_INTEGRITY_FAILURE,docs/research/RB_PD2_MULTISEASON_P3_EQUIVALENT_REPLICATION_V1_PLAN.md,86,9. production changed = false.  Failure => `RB_PD2_MULTISEASON_INTEGRITY_FAILURE`; no scientific disposition.  ## Frozen history construction
RB_PLAYER_ERROR_PERSISTENCE_DETECTED,docs/research/RB_PD2_YARD_DIFFICULTY_MC_WIDTH_V1_PLAN.md,23,"Lineage is fixed before candidate output:  - Original RB-PD2 (`RB_PLAYER_ERROR_PERSISTENCE_DETECTED`) found yard-difficulty persistence on 2025: Spearman `0.33056`, Q4-Q1 next-game absolute-yard-error gap `+16.696 yd`. - PR #556 independently reproduced the mechanism on a non-2025, current-production-equivalent season-long route across 2021-2024: pooled yard-difficulty Spearman `0.377996`, Q4-Q1 gap `+18.143 yd`, positive direction in all 4 seasons. Its frozen disposition explicitly unlocked the yard uncertainty-width lane for a separately preregistered experiment. - PD3/PD4/PD5 tested mean corrections and failed their own gates. PD6 was never launched. The repository reconciliation explicitly confirms none of PD3-PD6 implemented the difficulty -> MC-width leg."
M95Q_EXPANDED_PANEL_READY,docs/research/RB_PD2_YARD_DIFFICULTY_MC_WIDTH_V1_PLAN.md,48," - source M95Q Actions run: `33450395426`; - M95Q final disposition must remain `M95Q_EXPANDED_PANEL_READY`; - target seasons exactly `2021, 2022, 2023, 2024` regular season; - exact M91 component artifacts from that run for the temporal reconstruction;"
RB_YARD_DIFFICULTY_WIDTH_INTEGRITY_FAILURE,docs/research/RB_PD2_YARD_DIFFICULTY_MC_WIDTH_V1_PLAN.md,199,8. Production changed = false.  Failure => `RB_YARD_DIFFICULTY_WIDTH_INTEGRITY_FAILURE`; no scientific interpretation.  ### B. Mean neutrality / point protection
RB_YARD_DIFFICULTY_MC_WIDTH_QUALIFIED,docs/research/RB_PD2_YARD_DIFFICULTY_MC_WIDTH_V1_PLAN.md,253, - Integrity failure -> `RB_YARD_DIFFICULTY_WIDTH_INTEGRITY_FAILURE`. - All hard gates pass -> `RB_YARD_DIFFICULTY_MC_WIDTH_QUALIFIED`. - Otherwise -> `NO_ACTIONABLE_RB_YARD_DIFFICULTY_MC_WIDTH`. 
QUALIFIED_PREGAME_CONFIRMATION_CANDIDATE,docs/research/VEGAS_CONFIRMATION_LIKELIHOOD_V1_PLAN.md,89,"- If either T=7 classification model fails its classification gates: that hypothesis gets `NO_ACTIONABLE_PREGAME_CONFIRMATION_STATE` and no downstream rescue is allowed. - If classification passes but its primary downstream usage gate fails: confirmation may be statistically predictable but is not useful for this player-volume objective; stop that hypothesis. - Only a hypothesis passing **both** classification and downstream gates becomes `QUALIFIED_PREGAME_CONFIRMATION_CANDIDATE`, still research-only and not production-authorized. - No combined overall PASS is claimed unless both margin/RB and total/WRTE hypotheses pass independently. "
FULL_MARKET_HOLDOUT_SCAN_V1_RESULT,docs/research/overnight/CLEAN_BENCHMARK_INDEPENDENT_REGRADE_V1_RESULT.md,130,"| receptions     | prob_edge    | UNDER  |                  595 |             0.0186788  |                  582 |             0.0295642  |  **Comparison to the pre-fix (corrupted-cohort) holdout candidates (FULL_MARKET_HOLDOUT_SCAN_V1_RESULT.md):** - Survived on the clean cohort: [('receptions', 'prob_edge', 'UNDER'), ('rush_rec_yards', 'component_sd', 'BOTH'), ('rush_rec_yards', 'component_sd', 'UNDER'), ('rush_yards', 'component_sd', 'UNDER')] - Vanished on the clean cohort (were only identity-bug artifacts, not real): [('rec_yards', 'prob_edge', 'OVER'), ('receptions', 'prob_edge', 'OVER')]"
FULL_MARKET_HOLDOUT_SCAN_V1_RESULT,docs/research/overnight/FULL_MARKET_HOLDOUT_SCAN_V1_ANALYSIS.md,5,"# Full-Market Holdout Scan V1 — Analysis  Companion to `FULL_MARKET_HOLDOUT_SCAN_V1_RESULT.md` (raw output). This extends the receptions-only situational search to all four non-QB markets, with the holdout discipline built in from the start (fit quantile thresholds on one"
QB_PASS_SYNTHESIS_V1,docs/research/overnight/QB_GAP_FINDINGS.md,8,"## What's already in production  - M89/M90 QB pass-yard synthesis (`RB... ` — no, `QB_PASS_SYNTHESIS_V1`, Ridge alpha=20.0, 21 features) is frozen and runs **every week**, not week-1-gated. - QB C2 (`scripts/modeling/qb_c2_production_adapter_v1.py`) refines distribution shape at pricing time, also every week. - Documented benchmark (`docs/production/QB_PASS_SYNTHESIS_V1.md`): base ensemble MAE ~57.64 → synthesis MAE ~55.06 yards. Vegas benchmark exists at `data/backtests/historical_market_vegas_benchmark_v1/` and `full_stack_vegas_benchmark_v1/`."
TEAM_PASS_OPPORTUNITY_PRIMARY_DIAGNOSTIC,docs/research/overnight/QB_GAP_FINDINGS.md,16,"Unlike RB, the unmerged QB research (24 branches) is **not** a scattershot of independent ideas — it's one continuous, frozen-protocol diagnostic chain, each step routing to the next, hunting for the source of the residual M89 pass-opportunity miss. Every step is a ""diagnostic routing result only"" (explicitly not a model change) until the final predictive test. In order:  1. **`research-qb-opportunity-chain-decomposition-v1`** → routes to `TEAM_PASS_OPPORTUNITY_PRIMARY_DIAGNOSTIC` (team dropbacks × attempt conversion × primary-QB share dominates). 2. **`research-qb-team-pass-opportunity-play-rate-decomp-v1`** → routes to `PASS_OPPORTUNITY_RATE_PRIMARY_DIAGNOSTIC`. 3. **`research-qb-pass-rate-state-shared-attribution-v1`** → routes to `FIRST_DOWN_SHARED_PRIMARY_DIAGNOSTIC` (first down specifically drives the shared miss)."
PASS_OPPORTUNITY_RATE_PRIMARY_DIAGNOSTIC,docs/research/overnight/QB_GAP_FINDINGS.md,17," 1. **`research-qb-opportunity-chain-decomposition-v1`** → routes to `TEAM_PASS_OPPORTUNITY_PRIMARY_DIAGNOSTIC` (team dropbacks × attempt conversion × primary-QB share dominates). 2. **`research-qb-team-pass-opportunity-play-rate-decomp-v1`** → routes to `PASS_OPPORTUNITY_RATE_PRIMARY_DIAGNOSTIC`. 3. **`research-qb-pass-rate-state-shared-attribution-v1`** → routes to `FIRST_DOWN_SHARED_PRIMARY_DIAGNOSTIC` (first down specifically drives the shared miss). 4. **`research-qb-pass-rate-down-distance-decomp-v1`** → `WITHIN_STATE_PASS_PROPENSITY_PRIMARY_DIAGNOSTIC`: it's a **within-down/distance play-selection** problem, not an occupancy problem."
WITHIN_STATE_PASS_PROPENSITY_PRIMARY_DIAGNOSTIC,docs/research/overnight/QB_GAP_FINDINGS.md,19,"2. **`research-qb-team-pass-opportunity-play-rate-decomp-v1`** → routes to `PASS_OPPORTUNITY_RATE_PRIMARY_DIAGNOSTIC`. 3. **`research-qb-pass-rate-state-shared-attribution-v1`** → routes to `FIRST_DOWN_SHARED_PRIMARY_DIAGNOSTIC` (first down specifically drives the shared miss). 4. **`research-qb-pass-rate-down-distance-decomp-v1`** → `WITHIN_STATE_PASS_PROPENSITY_PRIMARY_DIAGNOSTIC`: it's a **within-down/distance play-selection** problem, not an occupancy problem. 5. **`research-qb-first-down-field-position-decomp-v1`** → field position does **not** explain it; the mechanism is team pass-origin propensity **within** the same field-position zone. 6. **`research-qb-first-down-score-state-decomp-v1`** → score-state occupancy has some shared signal but fails the frozen primary-routing gate. Conclusion: **""week-specific first-down pass/run choice uncertainty inside otherwise comparable footba"
FIRST_DOWN_CHOICE_ECONOMICS_D1_FAIL_NO_CONFIRMATION,docs/research/overnight/QB_GAP_FINDINGS.md,23,"6. **`research-qb-first-down-score-state-decomp-v1`** → score-state occupancy has some shared signal but fails the frozen primary-routing gate. Conclusion: **""week-specific first-down pass/run choice uncertainty inside otherwise comparable football states.""** 7. **`research-qb-first-down-choice-economics-source-v1`** → source-eligibility gate `QUALIFIED` for one predictive test: an EPA/success-based `CHOICE_EDGE` signal. 8. **`research-qb-first-down-choice-economics-d1`** → **`FIRST_DOWN_CHOICE_ECONOMICS_D1_FAIL_NO_CONFIRMATION`**. The EPA/success economics signal did not predict the choice. Valid scientific failure, not a mechanical one. 9. **`research-qb-first-down-public-intent-source-v1` / `-v1b`** (most recent, Sept 11) — the next attempt after the EPA-economics failure: a **manual/semi-automated crawl of pregame public reporting** (beat-writer/coach-intent language) as a non-sports"
RB_PLAYER_ERROR_PERSISTENCE_DETECTED,docs/research/overnight/RB_PD_CHAIN_STATUS.md,28,"`origin/research-rb-pd2-player-error-persistence` (final commit `a4173a7`).  Disposition: `RB_PLAYER_ERROR_PERSISTENCE_DETECTED`. All four frozen carry/yard persistence diagnostics passed on strict walk-forward history (last 8 strictly-prior same-player games, minimum 4; 882 scoreable rows of 1,393 canonical 2025 rows; 148 players). Run `34064637295`, job"
RB_PD3_PLAYER_RESIDUAL_CALIBRATION_FAIL,docs/research/overnight/RB_PD_CHAIN_STATUS.md,62," ``` ""disposition"": ""RB_PD3_PLAYER_RESIDUAL_CALIBRATION_FAIL"" scoreable_rows: 882 scientific_gates: 11 of 12 true; only ""yard_p90_not_worse"": false"
RB_PD4_ROLE_STABILITY_GATED_CALIBRATION_FAIL,docs/research/overnight/RB_PD_CHAIN_STATUS.md,91," ``` ""disposition"": ""RB_PD4_ROLE_STABILITY_GATED_CALIBRATION_FAIL"" scoreable_rows: 882, stable_role_rows: 258 scientific_gates: 12 of 14 true; failing:"
RB_PD5_CARRY_ONLY_RESIDUAL_CALIBRATION_FAIL,docs/research/overnight/RB_PD_CHAIN_STATUS.md,118," ``` ""disposition"": ""RB_PD5_CARRY_ONLY_RESIDUAL_CALIBRATION_FAIL"" scoreable_rows: 1393, eligible_rows: 882 scientific_gates: 11 of 12 true; only ""yard_p90_not_worse"": false"
RB_PD5_COHORT_EXECUTION_DISCREPANCY,docs/research/overnight/RB_PD_CHAIN_STATUS.md,128,"below). Also never written up as its own PD5 `_RESULT.md`.  **The cohort-execution discrepancy** (`docs/migrations/RB_PD5_COHORT_EXECUTION_DISCREPANCY.md`, committed `2a774c7`, 08:02 UTC on `research-rb-pd6-positive-entitlement-residual-calibration`, 2 minutes after the PD6 plan itself was frozen): the PD5 plan's prose claimed a 2020-2025 evaluation"
FOOTBALL_RESEARCH_CHAMPION_NOT_PRODUCTION_QUALIFIED,docs/research/overnight/RB_POST_WEEK1_GAP_FINDINGS.md,15,"## Terminal synthesis #1 — rushing yards, ceiling compression (Sept 3, `research-rb-final-qualification`)  Already reported: P3's Weeks 2-18 formula (enriched carries × STACK1 YPC) passes 6/7 gates but fails the tail gate — in games with actual carries ≥20 or yards ≥100, P3 underprojects *worse* than the simple baseline. Formal disposition `FOOTBALL_RESEARCH_CHAMPION_NOT_PRODUCTION_QUALIFIED`, no waiver. Governance locks: don't reopen STACK6 team-rush-context slicing (`RB_STACK6_FINAL_STOPPING_EVIDENCE.md` authoritative); don't launch another retrospective carry-tail tuning family (the ""M95T stop"" is authoritative). Revisit only with genuinely new pregame information or forward evidence.  ## Terminal synthesis #2 — receiving-yard mean, exhausted (Sept 9-10, R23→R27D — postdates #1, not in my earlier summary)"
R27D_STRICT_PRIOR_YACOE_RESIDUAL_MIXED_OR_FAIL_NO_INTEGRATION,docs/research/overnight/RB_POST_WEEK1_GAP_FINDINGS.md,21,"A second, more recent research thread (R23, R24, R27, R27B, R27C, R27C2, R27D — all Sept 9-10) attacked the **receiving-yard mean** translation problem for the vacancy-incumbent lead-back RB1 (i.e., the actual point projection, distinct from R22's tail-shape-only scope). The newest and last of these, **R27D** (`research-rb-r27d-yacoe-residual-v1`, Sept 10 — the single most recent commit in the entire 136-branch RB tree), tested a strict-prior YAC-over-expected (YACOE) residual correction. Result:  - Disposition: `R27D_STRICT_PRIOR_YACOE_RESIDUAL_MIXED_OR_FAIL_NO_INTEGRATION` - Scientific gates: 4/13 passed (need more); aggregate MAE landed *worse* (C1 worse than B1 by 0.000058-0.006600 yards depending on slice); only 3/6 seasons improved (needed 4/6); the pre-identified 2023 stress cohort got worse, not better. - Their own words: **""Combined with R23, R24, R27, R27B V2 and the R27C/R27C2"
RB_PLAYER_ERROR_PERSISTENCE_DETECTED,docs/research/overnight/RB_POST_WEEK1_GAP_FINDINGS.md,30,"## Genuinely live, unintegrated positive finding — RB-PD2 (Sept 6-7, interrupted before integration)  Separately from both threads above: **`research-rb-pd2-player-error-persistence`** found `RB_PLAYER_ERROR_PERSISTENCE_DETECTED` — all 4 frozen carry/yard persistence diagnostics passed on strictly-prior walk-forward history (last 8 games, min 4), consistent across weeks 5-12 and 13-18:  - Carry directional persistence: Spearman .154, +1.51 carry quartile gap — PASS"
RB_PD5_COHORT_EXECUTION_DISCREPANCY,docs/research/overnight/RB_POST_WEEK1_GAP_FINDINGS.md,39,"Their conclusion: this is *not* ""give the depth-chart RB1 the most carries"" (that's the separately-failed Role-Order Remap V1) — it's that **the current model has player-specific residual behavior that persists pregame, independent of the football model's own output.** Authorized next step (their words): a frozen full-stack calibration test using prior carry bias as a mean-calibration input, prior yard bias at the efficiency layer after carry effects, and **prior carry/yard difficulty as MC-width/uncertainty calibration rather than a blind mean offset.**  This is exactly the kind of ""genuinely new pregame information"" R27D says is now required, and it directly targets uncertainty/tail calibration — the same shape of fix that RB's own ceiling-compression problem (terminal synthesis #1) needs. **It was never integrated.** The follow-up (`research-rb-pd3-player-residual-calibration` → `-pd5"
RECEPTIONS_UNDER_HOLDOUT_TEST_V1_RESULT,docs/research/overnight/README_OVERNIGHT_2026_09_12.md,17,"- `TE_GAP_FINDINGS.md`, `QB_PD3_AND_TE_R1_RECOVERED_RESULTS.md` - `COVERAGE_V2_EFFICIENCY_SIGNAL_NOVELTY_CHECK.md` - **`SITUATIONAL_EDGE_HUNT_V1_RESULT.md`, `SITUATIONAL_EDGE_HUNT_V2_WR_R15_TE_R5P_APPLIED.md`, `RECEPTIONS_UNDER_HOLDOUT_TEST_V1_RESULT.md`, `FULL_MARKET_HOLDOUT_SCAN_V1_ANALYSIS.md` — read in order. The candidate downgrades under a real holdout test, and the full-market scan surfaced more candidates with a live suspicion they're a measurement artifact, not signal. See below.** - **Cross-audited jointly with GPT-5.6 in [GitHub Issue #535](https://github.com/dkaps6/imtiredofthis/issues/535) — that thread is now the live source of truth for this candidate's status, more current than this file.** "
FULL_MARKET_HOLDOUT_SCAN_V1_ANALYSIS,docs/research/overnight/README_OVERNIGHT_2026_09_12.md,17,"- `TE_GAP_FINDINGS.md`, `QB_PD3_AND_TE_R1_RECOVERED_RESULTS.md` - `COVERAGE_V2_EFFICIENCY_SIGNAL_NOVELTY_CHECK.md` - **`SITUATIONAL_EDGE_HUNT_V1_RESULT.md`, `SITUATIONAL_EDGE_HUNT_V2_WR_R15_TE_R5P_APPLIED.md`, `RECEPTIONS_UNDER_HOLDOUT_TEST_V1_RESULT.md`, `FULL_MARKET_HOLDOUT_SCAN_V1_ANALYSIS.md` — read in order. The candidate downgrades under a real holdout test, and the full-market scan surfaced more candidates with a live suspicion they're a measurement artifact, not signal. See below.** - **Cross-audited jointly with GPT-5.6 in [GitHub Issue #535](https://github.com/dkaps6/imtiredofthis/issues/535) — that thread is now the live source of truth for this candidate's status, more current than this file.** "
RB_PLAYER_ERROR_PERSISTENCE_DETECTED,docs/research/overnight/README_OVERNIGHT_2026_09_12.md,42,"| Position | Diagnostic | Result | Follow-up status | |---|---|---|---| | RB | PD2 | `RB_PLAYER_ERROR_PERSISTENCE_DETECTED` — 4/4 pass | PD3/PD4/PD5 all **recovered and FAILED** (close misses, mostly on yard p90). PD6 **genuinely blocked** — cohort-execution discrepancy unresolved, PD6 itself never implemented (byte-identical to PD5, zero CI runs). | | WR | R3 (`research-wr-r3-player-error-persistence`) | `WR_PLAYER_ERROR_PERSISTENCE_DETECTED` — 3/3 pass | R3's own *combined* candidate was never built. A related, differently-branched R3 (`research-wr-r3-player-bias-persistence`) ran a first-pass bias-shrink and it **recovered and FAILED**. A correctly-scoped implementation-ready design spec now exists for the real combined candidate (never attempted). | | QB | PD2 | `NO_ACTIONABLE_QB_PLAYER_ERROR_PERSISTENCE` | Legitimately failed originally. Its redirect, PD3 (component-disagreement rel"
WR_PLAYER_ERROR_PERSISTENCE_DETECTED,docs/research/overnight/README_OVERNIGHT_2026_09_12.md,43,"|---|---|---|---| | RB | PD2 | `RB_PLAYER_ERROR_PERSISTENCE_DETECTED` — 4/4 pass | PD3/PD4/PD5 all **recovered and FAILED** (close misses, mostly on yard p90). PD6 **genuinely blocked** — cohort-execution discrepancy unresolved, PD6 itself never implemented (byte-identical to PD5, zero CI runs). | | WR | R3 (`research-wr-r3-player-error-persistence`) | `WR_PLAYER_ERROR_PERSISTENCE_DETECTED` — 3/3 pass | R3's own *combined* candidate was never built. A related, differently-branched R3 (`research-wr-r3-player-bias-persistence`) ran a first-pass bias-shrink and it **recovered and FAILED**. A correctly-scoped implementation-ready design spec now exists for the real combined candidate (never attempted). | | QB | PD2 | `NO_ACTIONABLE_QB_PLAYER_ERROR_PERSISTENCE` | Legitimately failed originally. Its redirect, PD3 (component-disagreement reliability), **recovered**: `NO_ACTIONABLE_QB_INTERNAL_R"
TE_PARTICIPATION_ENTITLEMENT_V1_PASS,docs/research/overnight/TE_GAP_FINDINGS.md,15,"3. **R3** (`research-te-r3-target-pool-context-model`) → scientific failure. Team-pool corrections can improve target MAE while making receiving-yard MAE **worse** when the correction isn't sufficiently player-differentiated. Explicit redirect: bring genuinely new **individual participation/role and matchup information**, not a retuned pool model or a post-hoc Q4-only exception. 4. **R4** (`research-te-r4-strict-prior-participation-source`) → participation belongs in a **hierarchical** opportunity model, not a blanket correction: `team pass state → team TE pool → individual TE entitlement → catch/yard efficiency`. 5. **R5** (`research-te-r5-participation-entitlement-v1`) → **`TE_PARTICIPATION_ENTITLEMENT_V1_PASS`**. The individual-entitlement layer described by R4 passed its frozen gates. Explicit note: ""Do not directly promote TE-R5 from this result file"" — i.e., passing the diagnostic "
WR_TARGET_CATCH_YPR_INDIVIDUAL_MECHANISMS_MAPPED,docs/research/overnight/WR_GAP_FINDINGS.md,17,"1. **ND1** (`research-wr-nd1-post-m38-decomposition`) → `YARDS_PER_TARGET_DOMINANT`. YPT is the dominant error source overall, **except** in 10+ target games, where within-WR allocation dominates instead. Explicit next step: decompose YPT into catch-rate vs YPR (then route-depth/YAC if supported). 2. **`research-wr-post-m38-error-decomposition`** (ND2) → explosive yardage does NOT get the `EXPLOSIVE_YARDAGE_DOMINANT` disposition (29.68%/29.73% share, not the top component, 60% threshold not met). Stop-rules: *do not retune M38 hierarchy multipliers; do not reopen generic target-pool pruning; do not infer fake WR-CB assignments from participation; do not use sportsbook inputs upstream.* 3. **R5** (`research-wr-r5-target-catch-ypr-individual-decomposition`) → identifies a real, distinct **YPR-dominant subgroup** (`WR_TARGET_CATCH_YPR_INDIVIDUAL_MECHANISMS_MAPPED`). 4. **R7** (`research-wr-"
WR_NGS_TARGET_MODEL_FAIL,docs/research/overnight/WR_GAP_FINDINGS.md,20,"4. **R7** (`research-wr-r7-ypr-mechanism-conditioned-efficiency`) → tested whether persistent player traits (explosive rate, YAC, air-yards history) explain that subgroup's game-to-game YPR misses. **They don't** — results point weakly the *wrong* direction. Explicit redirect: ""the next materially new YPR lane should use different pregame information — route/coverage/tracking/QB-delivery or similarly richer matchup mechanics."" 5. **R8** (`research-wr-r8-target-dominant-role-signals`) → confirms a real TARGETS-dominant player class, but static participation/depth variables (incl. snap level) aren't precise enough to predict per-game allocation. Explicit next step: ""genuinely richer football information — route participation/route type/alignment/air-yard role/coverage matchup/separation or other tracking-quality context."" Explicit stop: **do not run another ND5 variant.** 6. **R9 → R10 → R"
WR_PLAYER_ERROR_PERSISTENCE_DETECTED,docs/research/overnight/WR_GAP_FINDINGS.md,25," - **R2** (`research-wr-r2-player-tracking-residuals`) → `NO_ACTIONABLE_PLAYER_TRACKING_SIGNAL`. Rejected. - **R3** (`research-wr-r3-player-error-persistence`) → **`WR_PLAYER_ERROR_PERSISTENCE_DETECTED`. This is a genuine positive, unexploited finding.** All 3 frozen diagnostics passed on strictly-prior walk-forward history (last 8 games, min 4), 6/6 positive seasons, consistent 2024→2025: - Directional bias persistence: Spearman .089, +9.55 signed-yard quartile gap, 55.6% sign agreement — **PASS** - Individual difficulty persistence: Spearman .258, +13.9 abs-yard quartile gap — **PASS**"
WR_PLAYER_ERROR_PERSISTENCE_DETECTED,docs/research/overnight/WR_R3_COMBINED_CANDIDATE_STATUS.md,9,"`docs/migrations/WR_R3_PLAYER_ERROR_PERSISTENCE_RESULT.md` (branch `research-wr-r3-player-error-persistence`, run `34064572328`, job `101570966426`, disposition `WR_PLAYER_ERROR_PERSISTENCE_DETECTED`) ran a strict walk-forward diagnostic on the 12,396-row M38 WR receiving-yard source (10,675 scoreable rows, 478 players, last-8/min-4 strictly-prior same-player history) and passed all three"
WR_INDIVIDUAL_MECHANISMS_MAPPED,docs/research/overnight/WR_R3_COMBINED_CANDIDATE_STATUS.md,93,"residual into reception-volume vs. yards-per-reception contribution (`scripts/backtest/evaluate_wr_r4_individual_mechanism_decomposition.py`). Disposition `WR_INDIVIDUAL_MECHANISMS_MAPPED` (226/337 qualifying WRs reception-dominant, 83 mixed, 28 YPR-dominant). It is explicitly diagnostic (""does not itself change M38... directs subsequent WR research"") and routes"
